food_id,alias,alias_type,language
food_97459567,malaiyo,primary,en
food_2359f6c6,malpua,primary,en
food_06d4174c,malva pudding,primary,en
food_4eb05f42,malvani chicken,primary,en
food_c9a4e94d,malvani fish curry,primary,en
food_71028229,manakeesh,primary,en
food_e8b3ee08,mandarin orange,primary,en
food_e4099dd3,mandua roti,primary,en
food_3a81fb81,mangalore buns,primary,en
food_d2e55883,mangalorean fish curry,primary,en
food_628ca09d,mango,primary,en
food_72d96127,mango cheesecake,primary,en
food_8cc0cf1d,mango ice cream,primary,en
food_d391d5fd,mango malpua,primary,en
food_c165de17,mango milkshake,primary,en
food_c165de17,aam milkshake,regional,hi
food_4cc2c677,mango milkshake with ice cream,primary,en
food_4cc2c677,aam milkshake ice cream ke saath,regional,hi
food_59da1929,mango mousse,primary,en
food_1b50ab8a,mango murabba candy,primary,en
food_8b5332df,mango pickle,primary,en
food_8b5332df,aam ka achaar,regional,hi
food_4d2b4306,mango raita,primary,en
food_4d2b4306,aam ka raita,regional,hi
food_b3a14caa,mango squash,primary,en
food_b3a14caa,aam ka squash,regional,hi
food_723989a6,mango vanilla custard,primary,en
food_882e0c68,manicotti,primary,en
food_797c504f,manipuri black rice pudding,primary,en
food_84d5fc22,maple syrup,primary,en
food_e1d16c11,marble cake,primary,en
food_e27d5193,marmalade,primary,en
food_e27d5193,murabba,regional,hi
food_efc965bd,marshmallow,primary,en
food_72de8875,masala arbi,primary,en
food_841fc90b,masala biscuit,primary,en
food_6925ee8d,masala dosa,primary,en
food_26271e02,masala dosa mixed vegetable fillings,primary,en
food_f93c411d,masala dosa paneer fillings,primary,en
food_b1673ea3,masala green chilli pakora/pakoda,primary,en
food_b1673ea3,hari mirch kay pakode,regional,hi
food_520e99c6,masala onion pakora/pakoda,primary,en
food_520e99c6,pyaaz ke pakode,regional,hi
food_47ee8cab,masala souffle,primary,en
food_bf8e1456,masala urad dal vada,primary,en
food_d657aef5,masala vada,primary,en
food_7d6aaaed,mashed banana with milk,primary,en
food_d2aa36e8,mashed cauliflower,primary,en
food_77de9473,mashed potatoes,primary,en
food_05bf086f,masor koni,primary,en
food_771ec51e,masor petu,primary,en
food_baf6f970,masor tenga,primary,en
food_f13a6f8c,matar paneer,primary,en
food_c83064f6,matcha latte,primary,en
food_dae25b8e,mate,primary,en
food_e01b2460,mathri,primary,en
food_4762bdd8,mathura peda,primary,en
food_1955d2e3,mawa bati,primary,en
food_be1564cb,mayonnaise,primary,en
food_13a626c2,mayonnaise vegetable dip,primary,en
food_dd08c5cb,mayonnaise without eggs,primary,en
food_44fe5ef4,meat and macaroni casserole,primary,en
food_700d227a,meat consomme,primary,en
food_700d227a,with mutton,regional,hi
food_34e08ad1,meat stock,primary,en
food_7e7c2b24,meatball sub,primary,en
food_34b75826,media luna,primary,en
food_e97d0f49,meen kuzhambu,primary,en
food_919cb244,melted butter,primary,en
food_e5b93257,melting moments,primary,en
food_af17e4a3,meringue and rice pudding,primary,en
food_6a523a1f,methi chaman,primary,en
food_71fdba23,methi malai paneer,primary,en
food_1495086a,methi na gota,primary,en
food_475a931e,methi pakora/pakoda,primary,en
food_475a931e,methi ke pakode,regional,hi
food_f13897fb,methi parantha/paratha,primary,en
food_e3bfd6c0,methi poori,primary,en
food_e427aecb,methi saag,primary,en
food_7951130d,methi thepla,primary,en
food_0fd46348,mexican rice,primary,en
food_e31a794c,mignonette sauce,primary,en
food_e119a196,milk cake,primary,en
food_d1605f61,milk cookies,primary,en
food_f758a692,millet lapsi,primary,en
food_9508375b,millet soup,primary,en
food_79323aeb,minced meat ball curry,primary,en
food_d7f8f4dd,minced meat cutlet,primary,en
food_82cb82c5,minced meat pancake,primary,en
food_82cb82c5,with chicken,regional,hi
food_74c796ea,minced meat patties,primary,en
food_6f6e3e49,minced meat pie,primary,en
food_7f007ff0,minced meat samosa,primary,en
food_7f007ff0,keema ka samosa,regional,hi
food_a8c84351,minestrone soup,primary,en
food_81df8f3f,mint,primary,en
food_d2c13ed3,mint and coriander chutney,primary,en
food_d2c13ed3,pudinay aur dhaniye ki chutney,regional,hi
food_05bf7678,mint and peanut raita,primary,en
food_05bf7678,pudinay aur moongfali ka raita,regional,hi
food_fad455e7,mint and peanut sandwich,primary,en
food_dd053457,mint chutney,primary,en
food_ab9dbb8c,mint raita,primary,en
food_ab9dbb8c,pudinay ka raita,regional,hi
food_26f19f64,mint tea,primary,en
food_20a27e86,mint tomato chutney,primary,en
food_20a27e86,pudinay aur tamatar ki chutney,regional,hi
food_07ce8282,mintade,primary,en
food_0bbed19b,mirchi bada,primary,en
food_8606e8ce,mirchi bajji,primary,en
food_6aecec2b,mirchi vada,primary,en
food_5c446d68,misa mach poora,primary,en
food_3ab2958c,misal pav,primary,en
food_8012e155,mishti chholar dal,primary,en
food_45b543ca,mishti doi,primary,en
food_91381801,missi roti,primary,en
food_9e7ef667,mithe chawal,primary,en
food_d93a9403,mixed dal,primary,en
food_3343e006,mixed nuts,primary,en
food_46e4263e,mixed pulse and vegetable salad,primary,en
food_f1446844,mixed stock,primary,en
food_d78ffca3,mixed vegetable,primary,en
food_6522ac70,mixed vegetable pakora/pakoda,primary,en
food_6430a6fb,mixed vegetable pickle,primary,en
food_6430a6fb,sabziyoon ka achaar,regional,hi
food_b4bb0827,mixed vegetable pulao,primary,en
food_140813d3,mixed vegetable salad with curd sauce,primary,en
food_c2080694,mixed vegetable soup,primary,en
food_b336726c,mizo chicken,primary,en
food_8ce2fa02,mizo rice,primary,en
food_9ae6728b,mocha latte,primary,en
food_3368f403,modak,primary,en
food_c18ad353,modur pulao,primary,en
food_e5996951,mohan thaal,primary,en
food_dcf41a95,mohanthal,primary,en
food_987955f0,momo,primary,en
food_168baa1b,momos,primary,en
food_867fe4d7,mooli bhujia,primary,en
food_0b16d51d,moong bean dosa,primary,en
food_0b16d51d,pesarattu,regional,hi
food_23e67a9e,moong dal halwa,primary,en
food_2efe232c,moong dal kheer,primary,en
food_2452a45f,moong dal ki lapsi,primary,en
food_db6562e3,moong dal mixture,primary,en
food_b2f109f3,moong dal stuffed cheela/chilla,primary,en
food_b2f109f3,moong dal ka cheela/chilla,regional,hi
food_af09d94e,moong dal with vadi,primary,en
food_37bb1f69,mosdeng serma,primary,en
food_5ec0f9d1,moti mahal dal,primary,en
food_5ec0f9d1,urad rajmah mix dal,regional,hi
food_d731d871,mozzarella,primary,en
food_bbb27a27,muffin,primary,en
food_418aed1a,mughlai paratha,primary,en
food_c8809d91,mui borok,primary,en
food_9dd9fd68,mulligatawny soup,primary,en
food_13241d3f,murgh musallam,primary,en
food_17bd17be,muri naaru,primary,en
food_9cb3fc17,murmura,primary,en
food_9cb3fc17,puffed rice,regional,hi
food_78752af7,murmura chikki,primary,en
food_796afc25,murukku,primary,en
food_fa313a30,mushroom,primary,en
food_c46e8e6d,mushroom and cheese sandwich,primary,en
food_c46e8e6d,toasted,regional,hi
food_d4c44bcf,mushroom do pyaza,primary,en
food_7056bae7,mushroom matar,primary,en
food_0086c9d1,mushroom pulao,primary,en
food_3e9312bd,mushroom sauce,primary,en
food_6c3b2f9b,mussels,primary,en
food_e96553a8,mustard sauce,primary,en
food_2216d5b9,mustard seeds baghar,primary,en
food_2216d5b9,mustard seed tadka,regional,hi
food_2768283b,muthia,primary,en
food_6c51654a,muthiya,primary,en
food_86981641,mutton biryani,primary,en
food_7f79da2f,mutton biryani/biriyani,primary,en
food_4648450f,mutton chops,primary,en
food_253f28e0,mutton curry,primary,en
food_c051685d,mutton do piaza,primary,en
food_ac4cef0b,mutton jhol,primary,en
food_4161b923,mutton korma,primary,en
food_bb7bcaa9,mutton pulao,primary,en
food_6991beb6,mutton samosa,primary,en
food_862cdbac,mutton seekh kebab,primary,en
food_a23df226,mutton tikka,primary,en
food_10e8c111,mutton yakhni,primary,en
food_67453e73,mysore masala dosa,primary,en
food_783f8126,mysore pak,primary,en
food_db76be5f,naan,primary,en
food_e139c7e5,naan bread,primary,en
food_51c466b4,naan khatai,primary,en
food_71eb6c91,nadru yakhni,primary,en
food_2c861d45,naga chicken,primary,en
food_b39849e1,naga chutney,primary,en
food_139c5c33,naga pork curry,primary,en
food_aa8c90ad,nakham bitchi,primary,en
food_8e7d762d,namakpara,primary,en
food_43196eac,namkeen daliya,primary,en
food_f42ae01b,nandu omelette,primary,en
food_4e73004a,nannari sharbat,primary,en
food_f4f56cbf,naralachi vadi,primary,en
food_bf851e88,navratan pulao,primary,en
food_9da670a0,navrattan korma,primary,en
food_9a85b01b,neer dosa,primary,en
food_1d0c1354,negroni,primary,en
food_fea0c390,nethili fry,primary,en
food_120c5c50,nga thongba,primary,en
food_88c8bdd5,nihari,primary,en
food_4386f7b4,nutella,primary,en
food_046bf584,nutritional yeast,primary,en
food_64a667dc,oat milk,primary,en
food_5b9bfd99,oatmeal,primary,en
food_94ca7111,oatmeal porridge,primary,en
food_24974fa2,oats burfi,primary,en
food_609fef55,obbattu,primary,en
food_7968fb26,okra/lady's fingers fry,primary,en
food_7968fb26,bhindi sabzi/sabji/subji,regional,hi
food_0c802f64,olan,primary,en
food_d11e0600,olive,primary,en
food_7f976c5f,olive biscuit,primary,en
food_fcda93c3,olive oil,primary,en
food_974dd9a7,olives,primary,en
food_890bd893,onion,primary,en
food_4be3d56e,onion chutney,primary,en
food_4be3d56e,pyaaz ki chutney/vengaya chutney,regional,hi
food_5abb23c5,onion pakora/pakoda,primary,en
food_5abb23c5,pyaaz ke pakode,regional,hi
food_48869ea0,onion raita,primary,en
food_48869ea0,pyaaz ka raita,regional,hi
food_51e18eba,onion rings,primary,en
food_6e4eb3c7,onion tomato baghar,primary,en
food_6e4eb3c7,pyaaz tamatar ka tadka,regional,hi
food_ff0411a3,onion tomato uttapam,primary,en
food_eeac8a9b,onion-green chilli parantha/paratha,primary,en
food_eeac8a9b,pyaaz aur hari mirch ka parantha/paratha,regional,hi
food_fe6a5964,onions,primary,en
food_a9a0c220,oondees,primary,en
food_f3f37289,ooti with fish,primary,en
food_d6242475,orange,primary,en
food_c5c69f3c,orange and pineapple cream,primary,en
food_ec6790f0,orange biscuit,primary,en
food_75a6b7d2,orange cake,primary,en
food_5ad3b62d,orange chiffon pie,primary,en
food_3d833568,orange cream flan,primary,en
food_30ae4999,orange cream tart,primary,en
food_2c7a53e9,orange eggless cake,primary,en
food_dcfa9a3e,orange gateau,primary,en
food_f3d3297e,orange juice,primary,en
food_a60c8204,orange marmalade,primary,en
food_a60c8204,santray ka murabba,regional,hi
food_f5e3b626,orange milkshake,primary,en
food_f5e3b626,narangi milkshake,regional,hi
food_5c870fe1,orange milkshake with ice cream,primary,en
food_5c870fe1,narangi milkshake ice cream ke saath,regional,hi
food_943f4a04,orange omelette/omlet,primary,en
food_49aaf8a9,orange peel,primary,en
food_52819346,orange sauce,primary,en
food_9fe697ae,orange slice,primary,en
food_d4441b98,orange souffle,primary,en
food_14c8d111,orange squash,primary,en
food_14c8d111,santre ka squash,regional,hi
food_012c5665,oregano,primary,en
food_e768c06c,osso buco,primary,en
food_2b7d833c,ou tenga maas,primary,en
food_295fad30,oyster,primary,en
food_6ad71188,paaner do pyaza,primary,en
food_ba9c82a6,pachadi,primary,en
food_11b4ebe7,pad thai,primary,en
food_a5a0cfff,paella,primary,en
food_37b46dc5,pahadi chicken,primary,en
food_92c34125,pakhala,primary,en
food_5961c675,pakhala bhata,primary,en
food_f8f9938c,paknam,primary,en
food_826c7c4e,palak paneer,primary,en
food_fa859467,pancake,primary,en
food_1de3f736,pancakes,primary,en
food_5e943e81,pancetta,primary,en
food_2c1f84b4,panchmel dal,primary,en
food_697d4f84,paneer and pea samosa,primary,en
food_697d4f84,paneer matar ka samosa,regional,hi
food_dab1524f,paneer butter masala,primary,en
food_4476257d,paneer curry,primary,en
food_7d96f0fd,paneer cutlet,primary,en
food_60d0c1b5,paneer in butter sauce,primary,en
food_9a0aadac,paneer kaathi roll,primary,en
food_38e99c2f,paneer kheer,primary,en
food_76d74a94,paneer kofta curry,primary,en
food_164074f6,paneer lababdar,primary,en
food_2daaf186,paneer makhana korma,primary,en
food_d686df90,paneer pakora/pakoda,primary,en
food_0997cc49,paneer parantha/paratha,primary,en
food_c66b5efb,paneer patties,primary,en
food_7d3e6d7f,paneer pea sandwich,primary,en
food_7d3e6d7f,toasted,regional,hi
food_f0f8c595,paneer potato cutlet,primary,en
food_f0f8c595,paneer aloo cutlet,regional,hi
food_9360742e,paneer pulao,primary,en
food_9b738180,paneer shaslik/tikka,primary,en
food_9e69f8aa,paneer soup,primary,en
food_1d0499f3,paneer stuffed cheela/chilla,primary,en
food_654c6acc,paneer tikka,primary,en
food_55fbca34,paneer tikka masala,primary,en
food_805bc038,"paneer, apple and pineapple salad",primary,en
food_cb968738,panettone,primary,en
food_6d389160,pani pitha,primary,en
food_8db68534,pani puri,primary,en
food_0082b432,pani tenga,primary,en
food_430b384b,panipuri,primary,en
food_01d2ab89,paniyaram,primary,en
food_380a67ef,panjeeri,primary,en
food_68f75dc1,panna cotta,primary,en
food_e448c1d1,pantua,primary,en
food_2186a3b7,papad,primary,en
food_570ba6f8,papadum,primary,en
food_0f927466,papaya,primary,en
food_88105226,papdi,primary,en
food_9432d70c,paratha,primary,en
food_f2cccec3,paravannam,primary,en
food_6009ee1d,parmigiano-reggiano,primary,en
food_52126410,paro manxho,primary,en
food_bd7d6c10,parotta,primary,en
food_bc47cf47,parsley,primary,en
food_dfcfdbd7,parsley potato,primary,en
food_a3fc9889,paruppu sadam,primary,en
food_8e34c03e,passion fruit,primary,en
food_7ad86ac6,pasta cheese sauce,primary,en
food_2082fc6c,pasta hot pot,primary,en
food_b40b1822,pasta salad,primary,en
food_62df7340,pasta spinach sauce,primary,en
food_73a0f6b9,patande,primary,en
food_383d93f3,pate,primary,en
food_a32d3687,patot diya fish,primary,en
food_4eda948c,patra,primary,en
food_ac8a0a5c,patrode,primary,en
food_a0a69eee,paushtik ladoo,primary,en
food_4398a819,paushtik roti,primary,en
food_9d3a755e,pav bhaji,primary,en
food_0ac8495e,pav bhaji masala,primary,en
food_e454c0a6,pavlova,primary,en
food_17cf7597,payasam,primary,en
food_a9f1d582,payokh,primary,en
food_1e64d795,pea curry,primary,en
food_1e64d795,matar ki sabzi,regional,hi
food_d686b4c2,pea keema curry,primary,en
food_d686b4c2,matar keema ki sabzi,regional,hi
food_1a48c572,pea keema sandwich,primary,en
food_1a48c572,toasted,regional,hi
food_0cd881c1,pea kofta curry,primary,en
food_0cd881c1,matar kofta curry,regional,hi
food_42adc68a,pea mushroom curry,primary,en
food_42adc68a,matar mushroom,regional,hi
food_fbe1a72b,pea paneer curry,primary,en
food_fbe1a72b,matar paneer,regional,hi
food_bcca7eef,pea parantha/paratha,primary,en
food_bcca7eef,matar ka parantha/paratha,regional,hi
food_72f3192f,pea potato curry,primary,en
food_72f3192f,aloo matar,regional,hi
food_d64bfcc6,pea potato sandwich,primary,en
food_d64bfcc6,toasted,regional,hi
food_0b354a48,pea vadi curry,primary,en
food_00264380,peach blueberry preserves,primary,en
food_8744f024,peach melba ice cream,primary,en
food_f0570d5b,peanut and tomato sandwich,primary,en
food_f0570d5b,moongfali aur tamatar ka sandwich,regional,hi
food_fa59db5b,peanut biscuit,primary,en
food_75d0834f,peanut brittle,primary,en
food_75d0834f,moongfali ki chikki,regional,hi
food_4ab5eb7f,peanut burfi,primary,en
food_4ab5eb7f,moongfali ki burfi,regional,hi
food_f9aa6fa5,peanut butter,primary,en
food_5dbf98eb,peanut butter & jelly sandwich,primary,en
food_a6983f60,peanut butter cucumber sandwich,primary,en
food_5fba83a9,peanut chutney,primary,en
food_5fba83a9,mungfali ki chutney,regional,hi
food_5f1b72b6,peanut cutlet,primary,en
food_5f1b72b6,mungfali ke cutlet,regional,hi
food_05ccc568,peanut pulao,primary,en
food_e67280e1,peanut raita,primary,en
food_e67280e1,mungfali ka raita,regional,hi
food_c5d62b1a,peanut sago vada,primary,en
food_c5d62b1a,sabudana mungfali vada,regional,hi
food_42160fde,peanut sauce,primary,en
food_8d65a588,pear,primary,en
food_a3feab5f,pear chocholate sunday,primary,en
food_002e1ee3,pear preserves,primary,en
food_002e1ee3,naashpati ka murabba,regional,hi
food_4537fc59,pearl millet infant food,primary,en
food_4537fc59,bajra shishu aahaar,regional,hi
food_487cc9d9,pearl millet ladoo,primary,en
food_487cc9d9,bajra ladoo,regional,hi
food_2b1f61e2,pearl millet mathri,primary,en
food_2b1f61e2,bajra mathri,regional,hi
food_840ae118,peas brinjal bhartha,primary,en
food_840ae118,matar baingan bhartha,regional,hi
food_8e1bc388,peas kachori,primary,en
food_8e1bc388,matar kachori,regional,hi
food_e0ab05f3,peas poori,primary,en
food_e0ab05f3,matar ki poori,regional,hi
food_b41dfeba,peas pulao,primary,en
food_b41dfeba,matar pulao,regional,hi
food_e4a6a6c4,pecans,primary,en
food_999f367c,pecorino cheese,primary,en
food_9957d34a,pecorino romano,primary,en
food_9873dad5,peda,primary,en
food_e5894926,penda,primary,en
food_7cb934c9,penne platter,primary,en
food_1ec06515,pepperoncini,primary,en
food_a27bf5fd,pesarattu,primary,en
food_78e05753,pesto,primary,en
food_faaf55a4,pesto sauce,primary,en
food_da4b9c69,petha,primary,en
food_041ecf39,phaanu,primary,en
food_399d1fa6,phagshapa,primary,en
food_c3195659,philly cheesesteak,primary,en
food_46af7c0b,phirni,primary,en
food_251be6c0,pickle,primary,en
food_1a5399ee,pickled cabbage,primary,en
food_115a4889,pickled cucumber,primary,en
food_0ea22e01,pickled mustard greens,primary,en
food_c7103ca3,pickled radish,primary,en
food_925d970c,pickled turnips,primary,en
food_7fbedf67,pico de gallo,primary,en
food_80bab1a5,pika pila,primary,en
food_af7ca3da,pin wheel biscuit,primary,en
food_e025c183,pin wheel sandwich,primary,en
food_d38a58d6,pine nuts,primary,en
food_ec5ea158,pineapple cake,primary,en
food_6cd7acd3,pineapple jam,primary,en
food_353903fc,pineapple milkshake,primary,en
food_353903fc,ananas milkshake,regional,hi
food_d96da8ed,pineapple milkshake with ice cream,primary,en
food_d96da8ed,ananas milkshake ice cream ke saath,regional,hi
food_f09528b7,pineapple pastry,primary,en
food_24e3b1bf,pineapple raita,primary,en
food_24e3b1bf,ananas ka raita,regional,hi
food_88d83294,pineapple souffle,primary,en
food_3dd33b4e,pineapple squash,primary,en
food_3dd33b4e,ananas ka squash,regional,hi
food_de9d4336,pineapple tart,primary,en
food_4cd9ed92,pineapple upside down pudding,primary,en
food_fcecee97,pinni,primary,en
food_56a8c6f8,pisco sour,primary,en
food_099c4003,pistachio,primary,en
food_6d5bcd17,pistachios,primary,en
food_c18942c7,pita bread,primary,en
food_e5dbbcaa,pita crisps,primary,en
food_234ead81,pitha,primary,en
food_7167d434,pithla bhakri,primary,en
food_e33d99d4,pittha,primary,en
food_e3f8b04e,pizza,primary,en
food_34ad5bfd,plain burfi,primary,en
food_34ad5bfd,burfi,regional,hi
food_e8410b2a,plain cream cake,primary,en
food_f2627c39,plain dosa,primary,en
food_bae7a921,plain khitchdi,primary,en
food_bae7a921,plain khichri/khichdi,regional,hi
food_8efbe9c9,plain omelette/omlet,primary,en
food_f1833e88,plain parantha/paratha,primary,en
food_9045a005,plain pulao,primary,en
food_bbfc2e18,plain urad dal vada,primary,en
food_bbfc2e18,uzunne vada/minapa garelu/ulundu vadai/medu vada,regional,hi
food_d343f6be,plum chutney,primary,en
food_d343f6be,aloo bukhara ki chutney,regional,hi
food_f03826b1,plum jam,primary,en
food_f03826b1,aloo bukhara jam,regional,hi
food_19617284,plum squash,primary,en
food_19617284,aloo bukhara squash,regional,hi
food_904f3ea5,poached egg,primary,en
food_fdcaf719,poha,primary,en
food_644ec1e8,poha with curd,primary,en
food_644ec1e8,poha aur dahi,regional,hi
food_dc647a14,poi,primary,en
food_ba397c09,polenta,primary,en
food_7836c2f9,pomegranate molasses,primary,en
food_3324bea1,pomegranate raita,primary,en
food_3324bea1,anaar ka raita,regional,hi
food_edfed663,pongal,primary,en
food_0158a232,pooran-poli,primary,en
food_3e017b28,poori,primary,en
food_155ca862,pootharekulu,primary,en
food_ff57cc76,popcorn,primary,en
food_1f94bf75,poriyal,primary,en
food_18e2385a,pork belly,primary,en
food_df862f49,pork bun,primary,en
food_472b47b3,pork chop,primary,en
food_e3e5c81f,pork floss,primary,en
food_d816b5ac,pork jarpaa jurpie,primary,en
food_76899175,pork momos,primary,en
food_c3d41942,pork thukpa,primary,en
food_d7beed0f,pork vindaloo,primary,en
food_a690fba4,poshtik chilla/cheela,primary,en
food_855b5011,poshtik cutlet,primary,en
food_d2213281,poshtik khichdi/khichri,primary,en
food_917a4d7b,poshtik namak paras,primary,en
food_e0faf783,potato,primary,en
food_3768c4b3,potato aigrettes,primary,en
food_02708460,potato bonda,primary,en
food_02708460,aloo bonda,regional,hi
food_2e4b5340,potato canjee,primary,en
food_2e4b5340,aloo canjee,regional,hi
food_968f3873,potato capsicum,primary,en
food_968f3873,shimla mirch aloo,regional,hi
food_e536d188,potato cauliflower,primary,en
food_e536d188,aloo gobhi,regional,hi
food_cd07952a,potato chips,primary,en
food_7fddc154,potato curry,primary,en
food_7fddc154,aloo ki sabzi,regional,hi
food_27cf87af,potato fenugreek,primary,en
food_27cf87af,aloo methi,regional,hi
food_8f0d8c95,potato halwa,primary,en
food_8f0d8c95,aloo ka halwa,regional,hi
food_24b80a5e,potato kofta curry,primary,en
food_24b80a5e,aloo kofta curry,regional,hi
food_cf56b3ab,potato leek soup,primary,en
food_89206f68,potato nests,primary,en
food_48475a3a,potato pakora/pakoda,primary,en
food_48475a3a,aloo pakoda,regional,hi
food_cccb96cf,potato parantha/paratha,primary,en
food_cccb96cf,aloo ka parantha/paratha,regional,hi
food_261e2120,potato pickle,primary,en
food_261e2120,aloo ka achaar,regional,hi
food_b7036227,potato raita,primary,en
food_b7036227,aloo ka raita,regional,hi
food_0e43d4db,potato salad,primary,en
food_0e43d4db,aloo ka salaad,regional,hi
food_f5962b32,potato samosa,primary,en
food_f5962b32,aloo ka samosa,regional,hi
food_78a62220,potato stuffed poori,primary,en
food_78a62220,aloo ki poori,regional,hi
food_6d3a5a48,potato with curd,primary,en
food_0fd3d882,powdered sugar,primary,en
food_49b7bbb0,prawn balchao,primary,en
food_ff703872,prawn curry,primary,en
food_ff703872,with coconut,regional,hi
food_3a4fcf4a,prawn ghee roast,primary,en
food_ff8760e8,prawn malai curry,primary,en
food_daf17b46,prawn masala,primary,en
food_bcdc4c76,prawn roast,primary,en
food_d17d9aa2,prawn sandwich,primary,en
food_d0d1274a,pretzel bun,primary,en
food_7c712312,pretzels,primary,en
food_15529811,prosciutto,primary,en
food_9a9efb12,prosecco,primary,en
food_341364d9,protein bar,primary,en
food_8afc9f60,protein shake,primary,en
food_ff182e9e,provoleta,primary,en
food_dbc4f7db,provolone cheese,primary,en
food_afc922f7,puff pastry,primary,en
food_02322266,puffed wheat,primary,en
food_02322266,murmure/moori,regional,hi
food_dea83929,puffy omelette/omlet,primary,en
food_78cdcf7a,pukhlein,primary,en
food_a604f746,puli sadam,primary,en
food_33b72335,pulihora,primary,en
food_328c01db,pulled pork sandwich,primary,en
food_e5bb823d,pulse mix,primary,en
food_e6ac8037,pumaloi,primary,en
food_22abbfa2,pumpkin coconut burfi,primary,en
food_22abbfa2,kaddu aur nariyal ki burfi,regional,hi
food_839ca885,pumpkin cookies,primary,en
food_587e7e35,pumpkin halwa,primary,en
food_587e7e35,kaddu ka halwa,regional,hi
food_054baf60,pumpkin kheer,primary,en
food_054baf60,kaddu ki kheer,regional,hi
food_1f8dbcf3,pumpkin raita,primary,en
food_1f8dbcf3,kaddu ka raita,regional,hi
food_d6aac643,pumpkin soup,primary,en
food_a044f2b1,punugulu,primary,en
food_1cad86dc,puran poli,primary,en
food_f4afaab3,puri bhaji,primary,en
food_8559c9fd,putharekulu,primary,en
food_64be4a31,putharo,primary,en
food_a81a1118,puttu,primary,en
food_9f1df649,pyaaz kachori,primary,en
food_64002be2,pyaz ki kachori,primary,en
food_1c394323,qubani ka meetha,primary,en
food_6824cdcf,queen of pudding,primary,en
food_70b59cd7,quesadilla,primary,en
food_acef9ada,quinoa,primary,en
food_4b2706ba,quinoa khichdi/khichri,primary,en
food_4deabdfd,quinoa salad,primary,en
food_b50dd6fa,radish parantha/paratha,primary,en
food_b50dd6fa,mooli ka parantha/paratha,regional,hi
food_31965de2,ragi mudde,primary,en
food_b05f1cc7,ragi mudhe,primary,en
food_a095687b,ragù,primary,en
food_055becc5,rainbow sandwich,primary,en
food_62d9d51a,raisins,primary,en
food_3a01b98e,raita,primary,en
food_e04c34da,rajasthani chicken,primary,en
food_f08f3743,rajasthani kadhi,primary,en
food_1f7f905a,rajbogh,primary,en
food_4f85127a,rajma,primary,en
food_85c4125d,rajma chawal,primary,en
food_8dab1b05,rajma madra,primary,en
food_a8037123,ramatori bhaaji,primary,en
food_29171fe9,ramen,primary,en
food_a9117983,rasabali,primary,en
food_5f5c2001,rasagola,primary,en
food_e67b220d,rasam,primary,en
food_e4bab5e5,rasam powder,primary,en
food_e4bab5e5,rasam masala,regional,hi
food_4fadb5e5,rasam with lemon,primary,en
food_4fadb5e5,nimmakaya rasam/nimmakaya charu/elumichai rasam/nimbe hannina saaru,regional,hi
food_f0022d5b,rasam with tamarind,primary,en
food_f0022d5b,puli rasam/ chintapandu rasam/ charu/saaru,regional,hi
food_99133617,rasbhari,primary,en
food_d1db17fa,rasgulla,primary,en
food_615e2de5,rasmalai,primary,en
food_4cee3df2,raspberries,primary,en
food_c2d0d6e4,raspberry bavarian cream,primary,en
food_ad57efda,raspberry shortbread cookies,primary,en
food_7eea98c2,rasya muthia,primary,en
food_24413904,raw banana kofta curry,primary,en
food_24413904,kela kofta curry,regional,hi
food_2d8ded89,raw mango chutney,primary,en
food_2d8ded89,kachhe aam/kairi ki chutney,regional,hi
food_8c9a02a7,raw mango drink,primary,en
food_8c9a02a7,aam panna,regional,hi
food_9ad4b7e1,raw papaya with coconut,primary,en
food_9ad4b7e1,papaya thoran,regional,hi
food_1ddef462,raw turnip with coconut,primary,en
food_45d3993f,red cabbage,primary,en
food_5ef419ab,red onion,primary,en
food_808c692f,red rice,primary,en
food_23ad9eba,red wine,primary,en
food_4517acca,refried beans,primary,en
food_f72955b0,reuben sandwich,primary,en
food_99cc36b2,ribbon sandwich,primary,en
food_30e5ad1e,ribollita,primary,en
food_273a4b44,rice,primary,en
food_f8c9e475,rice dal porridge,primary,en
food_f8c9e475,chawal dal ki khichdi/khichri,regional,hi
food_632af0bc,rice flakes,primary,en
food_632af0bc,chiwda/aval,regional,hi
food_b2bafc2d,rice flakes and roasted channa,primary,en
food_7097b1af,rice kheer,primary,en
food_7097b1af,chawal ki kheer,regional,hi
food_adc5b547,rice krispies,primary,en
food_31249b6d,rice moong dal cheela,primary,en
food_31249b6d,chawal aur moong dal ka cheela,regional,hi
food_8b380575,rice murukku,primary,en
food_e7689b20,rice puttu,primary,en
food_e7689b20,ari puttu,regional,hi
food_e5c28063,rice upma,primary,en
food_b88b81cc,rich chocolate mousse,primary,en
food_c601fda4,ricotta,primary,en
food_8b5cc96a,ricotta cheese,primary,en
food_78c33114,risotto,primary,en
food_40496474,risotto alla milanese,primary,en
food_f3c8c2d6,rista,primary,en
food_e4cc6292,roast chicken,primary,en
food_c286858b,roast potatoes,primary,en
food_53a57d6e,roasted cauliflower steak,primary,en
food_0f550502,rogan josh,primary,en
food_fdc69b02,roghan josh,primary,en
food_41e8ed5f,rolled sandwich,primary,en
food_e5ebf2ef,root beer,primary,en
food_d0b81861,ros omelette,primary,en
food_35151afa,rosemary,primary,en
food_9b05fab6,royal icing,primary,en
food_d8e4793b,royyala iguru,primary,en
food_e4fc1a71,rugra,primary,en
